topic,item,label,ldavis_number,text,response_dt
t_10,1461,hand time instrument work scale position improve patient,2,I would polish the dentures before giving them back to the patient,2021-09-02T21:00:30Z
t_11,1222,time work appointment efficient exam fast clean speed,1,I love the idea of writing out the sequence and timing of all appointments to complete a procedure. Im going to do that ahead of time the next time.,2021-09-02T21:00:35Z
t_1,2007,patient time appointment today start history faculty exam,3,The patient was late so we didnt get started until 9:00 so there wasnt time for a prosth consult.,2021-09-02T21:00:47Z
t_9,3532,perio probe patient chart perio_chart periodontal area time,8,I would like to focus more on comparing past perio charts with recent ones.,2021-09-02T21:01:24Z
t_12,1326,caries tooth time lesion confident remove identify stain,14,I want to be more confident in deciding when to observe or restore the clinical and radiographic findings.,2021-09-02T21:04:28Z
t_3,1825,plan treatment faculty treatment_plan time finding note check,4,Nothing - this appointment went well. I had a great assistant to help document and keep things organized as we went along.,2021-09-02T21:15:49Z
t_8,229,time impression crown make material bite prep patient,11,Thank you for showing me the ropes on PIP paste and denture adjustment!,2021-09-02T21:22:05Z
t_7,3563,dr learn today patient appointment great experience work,10,It was my first time border molding but I would like to be a better judge of what is over/under extended and improve my technique of really manipulating the patients musculature . Thanks for your help today Dr. Krezel!,2021-09-02T21:31:03Z
t_2,684,patient tooth treatment option crown discuss pt time,5,"Next time I would like to restore more teeth than the number I fracture. In all seriousness, I should have done a better job diagnosing tooth #29 so that I wouldnt have been surprised it fractured during the middle of the procedure.",2021-09-02T21:38:38Z
t_9,991,perio probe patient chart perio_chart periodontal area time,8,"Next time I would like to employ better ergonomics because it was really hard for me to see, so I stood up several times.",2021-09-02T21:46:57Z
t_12,251,caries tooth time lesion confident remove identify stain,14,Cut off some of the crown margin earlier in the appointment so I could gain some access to the actual tooth structure and I avoid drilling blind as much as possible. I would use Viscostat to help with hemostasis during the drilling and filling portions. I would like to try using a retraction cord for the filling portion in something sub gingival like this again.,2021-09-02T23:32:11Z
t_8,3680,time impression crown make material bite prep patient,11,Get a better impression,2021-09-02T23:34:38Z
t_9,1056,perio probe patient chart perio_chart periodontal area time,8,Focus better on problem areas and diagnose the problem right,2021-09-02T23:37:04Z
t_12,169,caries tooth time lesion confident remove identify stain,14,do a better job of detecting cavities,2021-09-02T23:38:43Z
t_8,116,time impression crown make material bite prep patient,11,Prep better immediately and seat the pt on time!,2021-09-02T23:40:25Z
t_4,1299,restoration composite margin time tooth prep contact make,9,I would've started with the tofflemire instead of the using the garrison cosidering the width of the prep,2021-09-02T23:42:37Z
t_9,1934,perio probe patient chart perio_chart periodontal area time,8,"I would have liked more time to be able to get a perio chart with perio checked over, and maybe a perio consult. Also just being confident in identifying problem areas for patients.",2021-09-02T23:51:03Z
t_1,2702,patient time appointment today start history faculty exam,3,I would have liked to have taken the impressions at a previous appointment. If I had done this I could have made the radiographic guide prior to the appointment,2021-09-02T23:51:15Z
t_1,1730,patient time appointment today start history faculty exam,3,Next time I will complete the exam first before calling perio over,2021-09-02T23:55:58Z
t_4,2500,restoration composite margin time tooth prep contact make,9,"There was a slight void in the buccal cervical margin, but it was okay since I did a crown prep at 2:00. I also had trouble placing the matrix. However, the core looked nice as I began to do the crown prep at the following appointment. It was helpful to be reminded of the technique of using a round bur in reverse to detect any remaining decay",2021-09-03T00:03:45Z
t_4,2065,restoration composite margin time tooth prep contact make,9,"When incrementally placing composite, seal the cervical margin first",2021-09-03T00:04:14Z
t_8,2378,time impression crown make material bite prep patient,11,"I need to work on rounding line angles in my crown preps. Also, I had to take 3 PVS impressions to obtain a satisfactory margin. It was helpful to start placing light body in the posterior when working on a second molar. I also forgot it was a Thursday so the appointment should've ended at 4:15, next time I will need to work more efficiently or schedule a 2-5 appt slot. I was glad to learn the shim stock trick and overall I am happy with the outcome",2021-09-03T00:06:24Z
t_4,2752,restoration composite margin time tooth prep contact make,9,The composite shade was a little off because I matched the shade to the incisal edge instead of the where the margin of the prep would be. Next time I would visualize my prep and try to color match to that area better,2021-09-03T00:07:01Z
t_2,1293,patient tooth treatment option crown discuss pt time,5,For future patients who have pericoronitis I would like to guide them better in their decision making for removing their wisdom teeth. Now having a better understanding of pericoronitits and how it presents in a patient.,2021-09-03T00:43:38Z
t_8,2173,time impression crown make material bite prep patient,11,"For my next denture case now that I have a better idea of a wax try in appointment, I will know to remove either a premolar or molar or include this in my lab note prior to my wax fabrication. I also feel like I was able to learn how to carve out the posterior palatal seal and will know how to do this more independently in future appointments.",2021-09-03T00:47:43Z
t_12,2998,caries tooth time lesion confident remove identify stain,14,I would have liked to take an FMX (or at least a couple of PAs) right off the bat to determine restorability of each tooth and treatment plan more effectively.,2021-09-03T00:51:02Z
t_8,2211,time impression crown make material bite prep patient,11,I would like to be more confident in my crown prepping so that I can move quicker and make better progress with my time in clinic.,2021-09-03T01:07:06Z
t_5,2107,calculus area remove molar time tooth check miss,12,I would like to utilize different bits in my prep.,2021-09-03T02:13:21Z
t_11,3391,time work appointment efficient exam fast clean speed,1,I would like to be more efficient in the appointment.,2021-09-03T02:14:44Z
t_9,1981,perio probe patient chart perio_chart periodontal area time,8,Focus on areas of BOP when probing because its indicative of inflammation,2021-09-03T04:11:08Z
t_1,1788,patient time appointment today start history faculty exam,3,Next time I would like to go over the patients medical history more carefully,2021-09-03T05:46:16Z
t_9,2675,perio probe patient chart perio_chart periodontal area time,8,I worked with dr. Maia and dr. Padbury for my new patient exam and cleaning. Dr. padbury helped me better assess periodontal staging and grading. And also how to better adapt the ultrasonic into the pockets. I will use what I learned yesterday for my future appointments.,2021-09-03T11:58:11Z
t_5,2598,calculus area remove molar time tooth check miss,12,"Next time, I will be a little more thorough in making sure that all the calculus has been removed, using the air from the air-water syringe to help detect.",2021-09-03T13:22:48Z
t_12,1556,caries tooth time lesion confident remove identify stain,14,I want to be able to work more efficiently and be more confident in identifying carious lesions. I can find the questionable lesions on the teeth but it's difficult to decide when to observe or restore the tooth.,2021-09-03T14:29:15Z
t_4,1198,restoration composite margin time tooth prep contact make,9,I loved Dr. Hanselman's tips about cleaning the DEJ completely before you even go deep at all. I also really liked the pro tip to floss before curing bond and composite when doing occlusal restorations. I will definitely be taking these tips with me in my tool box as I move forward.,2021-09-03T14:35:00Z
t_6,200,patient thing time differently thing_differently appointment differently_time oral,17,more thoroughly discuss oral hygiene instruction and take intra oral photographs,2021-09-03T15:30:49Z
t_2,2358,patient tooth treatment option crown discuss pt time,5,"In the future, I will strive to be better prepared to discuss different treatment options for a particular case. During this appointment, I relied too heavily on the faculty to explain the options to me and to the patient.",2021-09-03T16:32:04Z
t_2,360,patient tooth treatment option crown discuss pt time,5,"In the future, I will strive to be more familiar with and prepared to perform the steps of the metal framework try-in. This is my first bridge case (and first prosthodontic treatment plan altogether), so I will be more prepared in the future after this experience.",2021-09-03T16:36:24Z
t_11,3005,time work appointment efficient exam fast clean speed,1,"I would like to be more efficient with my time by making sure to address the painful areas for the patient initially, regardless of time constraints",2021-09-03T17:13:29Z
t_7,2076,dr learn today patient appointment great experience work,10,"Understanding the prognosis was important, it was good to see a clinical example of F, Q, and H.",2021-09-03T17:14:59Z
t_11,1847,time work appointment efficient exam fast clean speed,1,Improve my time management to be more prompt with the procedure,2021-09-03T19:09:56Z
t_8,8,time impression crown make material bite prep patient,11,"Next time I would like to be prepared with the scanner from the beginning of the appointment so that any potential difficulties that arise can be accounted for. Last time I tried the prime scan but she did not like the digital scanner / was in a rush to leave for another commitment, and so we switched to the alginate impression, where we werent able to achieve the posterior of the second molars as well. Just not sure how to combat this problem. Thank you so much for working with us today! Looking forward to",2021-09-03T19:27:27Z
t_12,3428,caries tooth time lesion confident remove identify stain,14,I would like to be more confident in using the slow speed to go after the stained dentin/be more confident in dentin identification.,2021-09-03T20:22:39Z
t_7,3554,dr learn today patient appointment great experience work,10,"1) Place tongue retracting suction with no assistant
2) Start composite removal with carbide bur 
3) Find a way to keep patient more relaxed so they move less",2021-09-03T21:04:15Z
t_10,976,hand time instrument work scale position improve patient,2,I would like to get the water to work in my cubicle.,2021-09-03T21:05:35Z
t_2,1968,patient tooth treatment option crown discuss pt time,5,"Next time, I would like to provide my patient with multiple treatment options and successfully explain why I recommend one treatment over the other.",2021-09-03T21:12:15Z
t_12,2832,caries tooth time lesion confident remove identify stain,14,I would like to better diagnose radiographic cavities,2021-09-03T21:15:56Z
t_9,3006,perio probe patient chart perio_chart periodontal area time,8,I would like to be better at perio charting and documenting recession & furcation involvement.,2021-09-03T21:18:03Z
t_4,1175,restoration composite margin time tooth prep contact make,9,I would like to be better at adapting the tofflemire band to the tooth and placing the wedge. My contact on the lingual was light.,2021-09-03T21:21:43Z
t_4,827,restoration composite margin time tooth prep contact make,9,"When removing an amalgam and placing a composite, make walls more divergent without being told. Also smooth out the cusps afterwards as demonstrated by Dr. Vij if needed.",2021-09-03T21:23:48Z
t_9,1491,perio probe patient chart perio_chart periodontal area time,8,"Everything went pretty smoothly, but I wish I realized that my patient needed to be referred to grad perio before I had the consultation with perio faculty.",2021-09-03T21:37:58Z
t_2,530,patient tooth treatment option crown discuss pt time,5,"In this appointment, I got too focused on a treatment I had in progress due to a previous experience with the patient. The patient earlier this summer had a trauma induced root canal due to his occlusion and clenching habit. For this reason, when the patient presented with some pain, I got tunnel vision due to the previous experience with this patient. However, I learned this is not the best way to approach these situations and I should have addressed the patient's pain prior to the splint.",2021-09-03T22:05:51Z
t_12,2245,caries tooth time lesion confident remove identify stain,14,the difference between D 6347 and D 1110,2021-09-03T22:38:12Z
t_6,900,patient thing time differently thing_differently appointment differently_time oral,17,When doing a caries risk assessment I need to be sure to ask more open ended questions in order to get the full story about the patient's diet and oral hygiene. By doing this I will be able to help the patient improve their oral hygiene and hopefully help to decrease their incidence of caries.,2021-09-03T22:51:36Z
t_10,2351,hand time instrument work scale position improve patient,2,Todays appointment went very well I thought. I would like to try to use the Gracey instruments more in the future.,2021-09-03T23:28:07Z
t_3,2701,plan treatment faculty treatment_plan time finding note check,4,"What an appointment! I learned a ton. Next time, I will attempt to determine treatment options alone to challenge my judgement, using the clinical findings, radiographic findings, and reported symptoms/history at hand. Although I am upset that the tooth can not be confidently saved, I am happy to have learned so much and to have had such an understanding patient and dedicated faculty member by my side the whole time :)",2021-09-03T23:47:05Z
t_5,698,calculus area remove molar time tooth check miss,12,"Next time I prepare an anterior crown prep, I will pay more attention to the lingual reduction. I realized that I could create more of a concavity/lingual fossa by using the football bur, allowing for more space between the mandibular incisors. We also mentioned doing enamelplasty to the lower incisors.",2021-09-03T23:52:16Z
t_5,1256,calculus area remove molar time tooth check miss,12,One thing that I would like to do differently next time is to remove substantial plaque on my patient's dentition prior to recording the examination findings. During the morning appointment there was almost too much plaque and calculus present to clinically determine the presence of cavitated lesions.,2021-09-04T01:22:51Z
t_12,492,caries tooth time lesion confident remove identify stain,14,"One thing I would like to do differently next time is to remove all of the staining with my round bur more aggressively. I always get nervous when I think I am nearing pulp, but I need to work on my confidence and be a little more aggressive when removing cavitations.",2021-09-04T01:25:36Z
t_5,2793,calculus area remove molar time tooth check miss,12,One thing that I would like to do differently next time is to take the #22 scaler to better remove interproximal calculus by scraping it downwards apically on the patient's tooth. I learned during this appointment how to best remove this interproximal calculus and hope that in the future appointments I will be able to apply this new technique.,2021-09-04T01:29:27Z
t_1,290,patient time appointment today start history faculty exam,3,Take Panoramic xrays with new patients if it isnt already on file,2021-09-04T02:28:45Z
t_12,1521,caries tooth time lesion confident remove identify stain,14,Next time I would like to work better at identifying caries by that have a shadowing around them clinically. I would also like to get better at detecting caries radiographically to know when something looks suspicious enough to investigate verse just some shadowing on the X-ray. Im hoping with more experience this will improve!,2021-09-04T02:51:18Z
t_2,3833,patient tooth treatment option crown discuss pt time,5,"During this appointment I learned that I should be delivering the IAN shot a little bit higher than I do sometimes. I've noticed that when I miss the IAN, I am often aiming just a bit too low on the IAN. When I aim too low, I find that I am generally aiming too close to the plane of occlusion. When I successfully deliver an IAN, I am aiming 6-10mm above the plane of occlusion. I found this to be true during this appointment. The first IAN delivery did not provide adequate anesthesia. During the second attem",2021-09-04T03:25:24Z
t_9,441,perio probe patient chart perio_chart periodontal area time,8,"The patient came in today for an exam and cleaning. Her oral hygiene was good, but I noticed areas of bleeding when going over her periodontal chart. After I completed the cleaning and flossing, I also noticed areas of inflammation, especially on the posterior teeth. I then pointed out to the patient where her areas of focus should be when brushing, and she understood the instructions.",2021-09-04T03:32:02Z
t_2,3611,patient tooth treatment option crown discuss pt time,5,"The patient had his crown loose about two months ago and it was placed back on using temporary cement. When the patient came in today, we discussed the different options of how to restore this tooth. One option was to build up a core and fabricate a new crown, and the other option was to place a pin and use the core material as a cement to re-cement the crown. We chose the pin option because it reduces the appointment time for the patient, as well as saving the patient some money. For next time, I would lik",2021-09-04T03:43:03Z
t_4,591,restoration composite margin time tooth prep contact make,9,Next time I would like to work on adding more anatomy snd smoothness to my composite like we discussed!,2021-09-04T03:57:21Z
t_9,1988,perio probe patient chart perio_chart periodontal area time,8,"Next time Im going to do a better job at determining active disease. Using the tools Dr. Britt showed through probing to determine bleeding, indicating active disease verse bone loss/clinical attachment loss helped me guide my treatment plan better for this patient.",2021-09-04T11:30:37Z
t_4,1393,restoration composite margin time tooth prep contact make,9,I would like to work more efficiently so that I have more time to focus on the esthetic aspect of my restoration.,2021-09-04T12:51:23Z
t_2,238,patient tooth treatment option crown discuss pt time,5,"Next time I would like to be more confident when discussing options for a patient regarding onlay vs crown, as well as things like using existing restorations as a core vs placing a new core.",2021-09-04T14:54:46Z
t_8,2636,time impression crown make material bite prep patient,11,"This was my first experience in restoring an endo access. In the future, I would like to have a better idea of what to expect while removing the temporary material. I think could have communicated with the resident that treated this patient in order to have more confidence in what it was that I would be doing for this patient going into the appointment. I will do this in the future.",2021-09-04T17:06:41Z
t_4,240,restoration composite margin time tooth prep contact make,9,I would like to have more confidence in my decision making throughout treatment. I also think the DF restoration could have been a good time to try out using a combination of RMGI and composite in an open sandwich technique to have a more esthetic restoration. Given the circumstances and low esthetics demands by the patient for this tooth. this was not necessary.,2021-09-04T18:17:48Z
t_3,2871,plan treatment faculty treatment_plan time finding note check,4,"One thing I would like to do differently next time is go over treatment planning with this patient's parent in the cube, especially when the patient wasn't fully comprehending the treatment plan and had her family/friends signed (and it was noted in the chart to have this patient's parent present for treatment planning decisions). As a result, I had to separately explain everything to the patient's parent later without any radiographs or mirrors to give a better visual, which was not as effective. I plan to",2021-09-05T00:10:50Z
t_2,3648,patient tooth treatment option crown discuss pt time,5,"Next time, I would like to recognize when a replacement of a new crown would be more effective than simply trying to patch up a part of the crown. It makes sense that adding some composite on the occlusal wouldn't last long since there would be no retention. It makes sense to not waste the patient's time and money and be realistic about the prognosis of different options. After presenting all of the options, then the patient can make an informed decision, which in this case was a new crown.",2021-09-05T00:48:29Z
t_5,2850,calculus area remove molar time tooth check miss,12,"I was actually quite disappointed with how this appointment went. Thinking back, I definitely needed to have spent more time removing the calculus in the posteriors. Even after giving anesthetic, my patient had a low threshold to pain and could not tolerate the Piezo well. As a result, I was going fast in the pockets and likely burnished the calculus instead of removing it completely. Instead of using the piezo, I should have hand-scaled more. I also need to check more carefully at the end with the explorer",2021-09-05T00:54:19Z
t_10,1086,hand time instrument work scale position improve patient,2,"In the future, I would like to improve upon my ability to maintain a calm demeanor when faced with a stressful situation, such as the treatment plan changing course. I was very disappointed in myself following this appointment. I struggled to anesthetize the patient and became stressed. I will watch instructional videos to improve my skills.",2021-09-05T03:53:12Z
t_8,3272,time impression crown make material bite prep patient,11,"When I took the impression of the crown prep, I redid it a couple of times due to error and due to my patient not biting her normal bite, which made a large impact on the crown as I needed to reduce the occlusion significantly for delivery. This was my 3rd crown and the first time I needed to make any adjustments and was good practice for that.",2021-09-05T16:55:40Z
t_3,592,plan treatment faculty treatment_plan time finding note check,4,Next time I would like to be a little more organized and efficient with my time.,2021-09-05T17:27:21Z
t_4,3784,restoration composite margin time tooth prep contact make,9,"This was my first posterior composite restoration, and it was a great learning experience. During this appointment, I had some trouble adjusting occlusion at the end, but Dr. Vij helped me out and showed me how to properly follow the slopes of the cusps to adjust the occlusion. I will definitely keep this in mind for my next restoration. Also, this was my first time using an automatrix because dispensing was out garrisons. The automatrix actually created a great contact, but I think I will use the garrison",2021-09-06T01:58:11Z
t_2,3135,patient tooth treatment option crown discuss pt time,5,Be sure to discuss with patients their goals for their teeth prior to tx planning. This patient ended up being ok with having his wisdom teeth EXT so we didnt end up doing fillings on them.,2021-09-06T19:46:24Z
t_8,2651,time impression crown make material bite prep patient,11,"In this appointment I got the chance to use RMGI as a restorative material, which I have not used quite yet. It has a tricky consistency to adapt at first because it is less viscous than composite. Overall I though the procedure went well.",2021-09-07T02:12:30Z
t_7,1012,dr learn today patient appointment great experience work,10,"Performed a periodic exam on this patient and had a great discussion with Dr. Bozell on reason restorations may fail, including improper isolation that may interfere with bonding.",2021-09-07T02:18:46Z
t_8,315,time impression crown make material bite prep patient,11,I would like to be better at capturing accurate radiographs for patients who have missing teeth in areas that make it difficult for them to bite on the sensor/cotton roll.,2021-09-07T02:32:06Z
t_2,1168,patient tooth treatment option crown discuss pt time,5,I would like to improve on explaining the need for crown to patients,2021-09-07T14:12:41Z
t_7,3290,dr learn today patient appointment great experience work,10,more improvement in axium,2021-09-07T14:45:40Z
t_1,3746,patient time appointment today start history faculty exam,3,Dr. Johnson helped explained the workflow in PAES to me. Next time I will clinically examine my patient before presenting to the faculty. Thanks for your help today!,2021-09-07T16:31:06Z
t_9,2970,perio probe patient chart perio_chart periodontal area time,8,Go over the clinic manual for perio for a better understanding of perio patient care and protocol.,2021-09-07T18:14:51Z
t_3,3658,plan treatment faculty treatment_plan time finding note check,4,Be more conservative with radiographic findings,2021-09-07T18:39:44Z
t_11,471,time work appointment efficient exam fast clean speed,1,I would scheduale pt when her cleaning is due that her exam and cleaning would be done on the same appointment .,2021-09-07T19:34:48Z
t_7,2795,dr learn today patient appointment great experience work,10,I would be definitely submitting this feedback on time.,2021-09-07T19:37:13Z
t_9,877,perio probe patient chart perio_chart periodontal area time,8,"The patient had isolated deep pockets (4-5 mm) around some of his crowns. Dr. Richards explained that these pockets were likely due to the placement of subgingival margins during the crown preparation process rather than due to inadequate oral hygiene on the patients behalf. For future appointments, I would like to really take time to try and identify the etiology of these deeper pockets rather than assuming that patients home-care needs improvement.",2021-09-07T20:09:32Z
t_6,2911,patient thing time differently thing_differently appointment differently_time oral,17,"Today was my first time working with Dr. Hartzell and I learned a lot! I learned to work from the tray instead of the counter, I learned how to enter the clinical summary more comprehensively into MiDent but I think the thing that I learned that was most important that I would change next time is to take the patients goals into consideration. The patient was planned to remove his crown and replace it with a new one. He is 80 years old and said he plans to live 10 more years and doesnt want to do a lot of de",2021-09-07T20:48:50Z
t_12,280,caries tooth time lesion confident remove identify stain,14,Im hoping to better identify the source of sensitivity for my patient.,2021-09-07T20:57:01Z
t_12,128,caries tooth time lesion confident remove identify stain,14,next time I would like to practice caries identification versus staining,2021-09-07T21:07:44Z
t_4,1134,restoration composite margin time tooth prep contact make,9,Look for flash even in spots you did not bond or add composite,2021-09-07T21:12:05Z
t_1,1195,patient time appointment today start history faculty exam,3,Look over all treatment history of the patient even if it was several years ago to better understand the progress the patient has made to adequately plan the appropriate treatment for them,2021-09-07T21:15:54Z
t_4,1029,restoration composite margin time tooth prep contact make,9,I need to ensure I have proximal contact throughout the entire restoration when I am building the marginal ridge. I thought the rest of the restoration was good though.,2021-09-07T21:18:22Z
t_8,2189,time impression crown make material bite prep patient,11,Using the color transfer applicator to correctly spot the area of the RPD that was causing the patient pain was probably more accurate than the PIP and I shouldve started there instead. Thanks for the tip!,2021-09-07T21:19:23Z
t_11,732,time work appointment efficient exam fast clean speed,1,more time efficient,2021-09-07T21:22:38Z
t_5,990,calculus area remove molar time tooth check miss,12,Today I had difficulty scaling the calculus on the mesial of #25 but after some tips from Dr. Richards I feel more confident in my ability to scale more efficiently at my next appointment.,2021-09-07T21:30:08Z
t_1,3589,patient time appointment today start history faculty exam,3,Next time I would like to try to remind the patient to show up on time so we can begin on time,2021-09-07T21:31:22Z
t_4,3597,restoration composite margin time tooth prep contact make,9,I would like to have a more defined cervical floor and better defined buccal lingual margins on my prep. I would also like to work on improving my contact to be heavier while using garrison.,2021-09-07T21:32:47Z
t_2,1140,patient tooth treatment option crown discuss pt time,5,"Next time, I will confidently drill down the temporary filling of a RCT tooth all the way down to the canals before I place the core material within and around the remainder of the tooth.",2021-09-07T21:32:50Z
t_3,757,plan treatment faculty treatment_plan time finding note check,4,I would like to be quicker at coming up with treatment plan options for patients.,2021-09-07T21:37:54Z
t_4,1502,restoration composite margin time tooth prep contact make,9,Better at creating a contact and adapting the matrix band to the tooth.,2021-09-07T21:43:07Z
t_3,614,plan treatment faculty treatment_plan time finding note check,4,I would like to tx plan more quickly.,2021-09-07T21:49:37Z
t_6,2961,patient thing time differently thing_differently appointment differently_time oral,17,One thing that I would like to do differently next time is to hit the IAN with the anesthetic on the first try. During my first injection I aspirated blood and therefore did not inject any of the anesthetic. For the next appointment hopefully on my first try I can achieve the anesthetic without aspirating any blood so my patient wouldn't need to see and be scared of the needle twice.,2021-09-07T21:58:12Z
t_9,2354,perio probe patient chart perio_chart periodontal area time,8,Next time I would like to improve my use of the explorer to find areas problem areas.,2021-09-07T22:24:24Z
t_5,758,calculus area remove molar time tooth check miss,12,"Next time I want to work on my instrumentation on the most posterior teeth, particularly when the patient has 3rd molars as in this case. I appreciated your tips on how to instrument the distal surfaces when they are hard to reach and will put them into practice for my next appointment!",2021-09-07T22:26:12Z
t_4,1711,restoration composite margin time tooth prep contact make,9,I would like to focus more on recognizing and removing flash on the occlusal portion of the preparation. I really have been becoming more comfortable with using the bard parker and will continue to use that! Thank you as always Dr. Czarnecki,2021-09-07T22:43:29Z
t_5,2648,calculus area remove molar time tooth check miss,12,I think it went really well! i have a hard time knowing when the access has compromised the crown and when it is fine. do you have any advice on how you tell between the two?,2021-09-07T22:43:56Z
t_2,425,patient tooth treatment option crown discuss pt time,5,"One thing I would like to do differently next time is recognize when the region would not be feasible for implant placement and require much more than simply bone regenerative surgery. At the end of the day, the patient's outcome and longevity of the treatment is important and I appreciated getting the change to see a situation when doing a bridge compared to an implant would be better.",2021-09-07T22:45:59Z
t_9,1755,perio probe patient chart perio_chart periodontal area time,8,"#6 M had such a subtle area of inflammation and with the pocket depth being relatively normal, it could have very well been missed. Next time, I would like to be able to notice those areas myself.",2021-09-07T22:52:00Z
t_6,993,patient thing time differently thing_differently appointment differently_time oral,17,No changes at this point in time.,2021-09-07T22:52:03Z
t_3,3017,plan treatment faculty treatment_plan time finding note check,4,Make sure I don't forget anything. Thanks for all the help today!,2021-09-07T22:52:56Z
t_5,668,calculus area remove molar time tooth check miss,12,"This was the first time I did a prophy for a patient with a removable partial denture and few remaining teeth. This particular patient has three remaining teeth, so it is important to maintain these three remaining teeth because they stabilize the RPD. Dr. Richards pointed out the importance of not over-instrumenting these three teeth, which makes a lot of sense in this case because the patient has good oral hygiene and presented with minimal calculus and inflammation, and the teeth are crucial for the curr",2021-09-07T23:49:36Z
t_5,3790,calculus area remove molar time tooth check miss,12,"During this appointment, I first used the piezo and then went back and hand scaled to remove any deposits that I had missed with the piezo. When Dr. Kaigler came to check my work, he showed me how to use the perio probe to detect calculus, which was not something I had done but was definitely a great technique that I will use in the future. This technique makes a lot of sense because it allows for better calculus detection at the base of the pocket, and it also allows the clinician to measure pockets while",2021-09-08T00:02:01Z
t_8,3440,time impression crown make material bite prep patient,11,add more material to the putty stent so that the temp lacks voids,2021-09-08T00:35:54Z
t_12,3451,caries tooth time lesion confident remove identify stain,14,Educate the patient on preventative measures to take for her moderate caries risk.,2021-09-08T01:11:32Z
t_7,937,dr learn today patient appointment great experience work,10,Use of disclosure solution to show problem areas to patients with great OHI,2021-09-08T01:13:01Z
t_12,2687,caries tooth time lesion confident remove identify stain,14,Next time I will be more thorough when looking at the bitewings. I did not notice the recurrent decay under the #19 amalgam,2021-09-08T01:51:10Z
t_4,2008,restoration composite margin time tooth prep contact make,9,I would like to be more efficient and work on reducing the prep faster while still maintaining correct taper and margin thickness.,2021-09-08T01:52:27Z
t_1,1647,patient time appointment today start history faculty exam,3,I would like to be able to analyze x-rays better on my own.,2021-09-08T03:52:53Z
t_2,2926,patient tooth treatment option crown discuss pt time,5,"This appointment was very difficult for me. Next time, I want to be able to determine the difficulty of what I am about to do in advance and prepare better. I need to ask questions like - in what step of the procedure should I take an updated x-ray, will my prep box be extending subgingivally and close to bone level, how will I restore with a good seal, what material should I use.",2021-09-08T03:54:37Z
t_1,3483,patient time appointment today start history faculty exam,3,"I would like to become better at analyzing x-rays, by comparing them to older x-rays and with clinical findings, and determining a plan for each finding.",2021-09-08T03:57:47Z
t_6,1774,patient thing time differently thing_differently appointment differently_time oral,17,"This appointment served as an important reminder to be prepared for unexpected circumstances to arise and to maintain my composure throughout stressful times. Unfortunately, I believe that I allowed my nervousness to get the best of me during this appointment. Although I love dogs (outside of the dental clinic), it was stressful to perform to the best of my abilities with the dog positioned across the patients chest. I should not allow any external factors to affect the level of care that I provide.",2021-09-08T10:13:05Z
t_1,1166,patient time appointment today start history faculty exam,3,"In the future, I should be prepared to work well under pressure without compromising the level of care that I provide to my patients. Although I was seemingly thrown into this situation when the patients typical provider was unable to be present for the appointment, I should not use this as an excuse. The prophylaxis that I performed was not my best work. I should have had a discussion with the patient at the beginning of the appointment stating that I likely would be unable to complete the prophylaxis, giv",2021-09-08T10:17:10Z
t_9,2924,perio probe patient chart perio_chart periodontal area time,8,"I was finished within the hour, and didn't miss anything during the exam, but I would have liked to have identified that the wear that I was observing was acid reflux rather than attrition.",2021-09-08T20:48:33Z
t_1,1969,patient time appointment today start history faculty exam,3,"Patient came into the clinic with an attitude that her previous student providers and the faculties that helped her were all incompetent.  Although it was her first visit with me, she was already doubting my ability to treat her properly in the beginning. After a long discussion and after all treatments wete over, patient went home happy, but I wish I am more prepared for situations like this, so that I dont waste too much time in the beginning trying to help patient understand what has happened in the past",2021-09-08T21:41:39Z
t_4,1476,restoration composite margin time tooth prep contact make,9,"Dr Vij said the cavity prep was really good but the restoration contact is light and could have been better. I used tofflemire and want to learn using the optragate to see if that would be easier to apply and give a better contact.

Also Dr Viaj gave suggestions on using PFI to shape the resto before curing. Ill try doing that next time.",2021-09-08T22:16:00Z
t_4,3857,restoration composite margin time tooth prep contact make,9,Try better to establish a contact with the matrix systems,2021-09-08T22:40:04Z
t_11,239,time work appointment efficient exam fast clean speed,1,Next time I would try not to take too long at the beginning of the appointment with the test casing business since I didnt realize the patient with Parkinsons would start to get antsy towards the end of the three hours.,2021-09-08T23:26:36Z
t_1,2493,patient time appointment today start history faculty exam,3,Capture a panoramic x-ray as well.,2021-09-08T23:33:22Z
t_4,929,restoration composite margin time tooth prep contact make,9,Improve lingual cervical margin of restoration (finishing and polishing or before curing).,2021-09-09T01:56:37Z
t_5,3250,calculus area remove molar time tooth check miss,12,"Reach around the distal of the third molars a little more effectively and keep the mirror, perio probe and explorer with new gauze ready for when the faculty comes around for the final check.",2021-09-09T14:13:30Z
t_10,1572,hand time instrument work scale position improve patient,2,Better patient screening (was the pt you took over on because was very difficult to work on),2021-09-09T14:40:03Z
t_2,2421,patient tooth treatment option crown discuss pt time,5,"A more conservative approach with a pt who is 86 yo is better for the pt. Multiple surgical procedures for a pt is not in the pts best interest, so I need to do a better job at weighing the pros and cons of which dentures to choose.",2021-09-09T16:22:27Z
t_12,620,caries tooth time lesion confident remove identify stain,14,I would like to make sure I check all angles of my composite so that I can remove the excess properly.  I would also like to continue learning how to distinguish composite from tooth structure and feel more comfortable drilling on tooth structure in general.  Hoping to improve every time I do work!,2021-09-09T17:18:29Z
